약국 이름,주소,경도,위도
위드유온누리약국,"경기도 김포시 전원로 1 106호 (장기동, 메디프라자)",126.6804699,37.6450153
주안동서약국,인천광역시 미추홀구 미추홀대로 700 (주안동),126.6804968,37.4598787
시민온누리약국,인천광역시 미추홀구 미추홀대로 688 1층 101호 (주안동),126.6804992,37.4587645
백화점약국,인천광역시 미추홀구 미추홀대로 722 (주안동),126.6805097,37.4617659
제일약국,인천광역시 미추홀구 인주대로 396 1층 (주안동),126.6806505,37.4509661
행복한약국,인천광역시 미추홀구 미추홀대로722번길 6 (주안동),126.6806556,37.461665
원광한약국,인천광역시 서구 탁옥로98번길 1 106호 (심곡동),126.6806957,37.5434713
365소룡백제약국,전라북도 군산시 공단대로 601 (소룡동),126.6807624,35.9722246
라성약국,인천광역시 미추홀구 미추홀대로722번길 8 (주안동),126.6807975,37.4617247
다온약국,인천광역시 미추홀구 미추홀대로722번길 12 한국빌딩 101호 (주안동),126.6810249,37.4617395
제도약국,"인천광역시 미추홀구 인하로 296 108,109호 (주안동, 쌍용A상가내)",126.6810388,37.4475686
푸르미약국,인천광역시 미추홀구 인하로 296 쌍용아파트상가 107호 (주안동),126.6810388,37.4475686
참사랑약국,인천광역시 연수구 경원대로 184 (동춘동),126.6811495,37.4042407
착한약국,충청남도 홍성군 홍북읍 의향로 267 115호,126.6813492,36.6581387
한사랑약국,"인천광역시 미추홀구 석정로 411 (주안동,금창빌딩 402호)",126.6813596,37.4669374
예손약국,"경기도 김포시 김포한강11로 133 1층 103호 (운양동, 중앙프라자)",126.6813809,37.6457654
바른아산약국,인천광역시 미추홀구 인하로299번길 3 일정빌딩 1층 (주안동),126.6813977,37.4481802
동아메디칼약국,인천광역시 서구 원적로 85 (가좌동),126.6814273,37.4945665
성호약국,"인천광역시 서구 원적로 85 310호 (가좌동, 우신프라자)",126.6814273,37.4945665
한마음약국,인천광역시 서구 원적로 85 우신프라자 210호 (가좌동),126.6814273,37.4945665
소룡드림약국,전라북도 군산시 공단대로 593 (소룡동),126.6814483,35.971673
더편한약국,인천광역시 미추홀구 인주대로 404 (주안동),126.6814652,37.4510599
제일약국,인천광역시 서구 심곡로 133 대동상가동 1층 111호 (심곡동),126.6816174,37.5448709
건강종합약국,전라북도 군산시 공단대로 589 (소룡동),126.6817394,35.9715393
인영약국,인천광역시 미추홀구 인하로 301-1 (주안동),126.681767,37.4481331
태평양약국,"경기도 김포시 김포한강11로 288-5 (운양동, 한강베네치아)",126.6818513,37.6552026
푸른약국,인천광역시 서구 심곡로194번길 1 (공촌동),126.6823195,37.5502762
더사랑약국,인천광역시 서구 가경주로40번길 20-10 1호 (가정동),126.682405,37.6547265
종로사약국,인천광역시 미추홀구 경인로 382-1 (주안동),126.6825016,37.4581289
최현수약국,인천광역시 연수구 비류대로 429 (연수동),126.6825195,37.4244155
사랑의약국,인천광역시 서구 원적로 96 (가좌동),126.682603,37.4947818
광장약국,"경기도 김포시 김포한강1로 227 광장프라자 117,118호 (운양동)",126.6826066,37.65416
동안약국,인천광역시 서구 승학로 567 101호 (검암동),126.6826147,37.5667006
크린팜대학약국,인천광역시 서구 심곡로100번길 17-5 1층 (심곡동),126.6826736,37.5422882
성모사랑약국,인천광역시 서구 심곡로100번길 15 (심곡동),126.6826872,37.5420315
토마토약국,인천광역시 서구 심곡로100번길 17-3 1~3층 (심곡동),126.6826962,37.5421341
굿윌드림약국,인천광역시 서구 원적로 103 (가좌동),126.6827146,37.4956637
현대센트럴약국,경기도 김포시 김포한강1로 230 현대센트럴스퀘어 1층 112호 (운양동),126.6828136,37.6532353
성심메디팜약국,인천광역시 서구 원적로 100 (가좌동),126.6828315,37.4950219
서광약국,"인천광역시 서구 원적로 100 가좌로얄프라자 101, 102호 (가좌동)",126.6828315,37.4950219
대한약국,인천광역시 연수구 비류대로 435 (연수동),126.6830119,37.4243796
에버그린약국,인천광역시 서구 건지로 371 1층 1호 (가좌동),126.6831268,37.4969488
문학사랑약국,인천광역시 미추홀구 소성로326번길 4 (문학동),126.6832653,37.4373867
연세약국,"인천광역시 서구 승학로 577 111호 (검암동, 장은프라자)",126.6832754,37.567428
위드팜굿모닝약국,인천광역시 미추홀구 석정로 430 (주안동),126.6832767,37.4663775
온누리종로약국,"경기도 김포시 전원로 32 108호 (장기동, 전원마을 상가동)",126.6833652,37.6464911
센타약국,"경기도 김포시 전원로 32 112호 (장기동, 전원마을상가동)",126.6833652,37.6464911
운양온누리약국,경기도 김포시  김포한강11로 288-27 (운양동),126.6834196,37.6547929
한결약국,인천광역시 서구 고래울로 4 (가좌동),126.6835393,37.4887503
정약국,인천광역시 미추홀구 경인로 391 (주안동),126.6835638,37.4585713
스퀘어365약국,인천광역시 연수구 청능대로 210 스퀘어원 3층 (동춘동),126.6836221,37.4059982
새봄약국,"인천광역시 연수구 청능대로 210 홈플러스 지하1층 X8,YK호 (동춘동)",126.6836221,37.4059982
동아약국,전라북도 군산시 공단대로 563 (소룡동),126.6839447,35.9698871
우일약국,인천광역시 미추홀구 동주길135번길 20-6 (주안동),126.6839782,37.4574961
주안메디카약국,인천광역시 미추홀구 석정로 436 (주안동),126.684035,37.4662827
다나을약국,경기도 김포시 김포한강11로 312 리앤포레2차 117호 (운양동),126.6840443,37.6555684
파란약국,인천광역시 미추홀구 석정로 437 (주안동),126.6841672,37.4666538
굿모닝약국,인천광역시 미추홀구 소성로 333 1층 (문학동),126.684277,37.4375953
미래약국,"전라북도 군산시 동아로 163 207호 (소룡동, 동아프라자)",126.6842978,35.9695627
아침약국,충청남도 당진시 반촌로 5-13 103호 (시곡동),126.6844229,36.90376
편약국,"전라북도 군산시 동아로 148 산북동 102호 (산북동, 소룡프라자)",126.6844784,35.9683841
보람약국,인천광역시 서구 원적로 120 인성프라자 103호 (가좌동),126.6845076,37.496481
주안시민약국,인천광역시 미추홀구 경인로 399-1 훈산빌딩 1층 일부층 (주안동),126.6845482,37.4584739
봄빛약국,"인천광역시 연수구 원인재로 180 101호 (연수동, 연수우성2차아파트상가)",126.6846067,37.4117343
딸기약국,"인천광역시 서구 건지로 402 402동 105호 (가좌동, 가좌한신휴플러스)",126.6846641,37.4952507
불로스타약국,인천광역시 서구 검단로 759 103호 (불로동),126.6846779,37.6134169
골든약국,경기도 김포시 김포한강1로 250 1층 133호 (운양동),126.6847015,37.6533313
가좌메디칼약국,인천광역시 서구 원적로96번길 26 (가좌동),126.6847745,37.4932935
일화약국,인천광역시 서구 장고개로337번길 16 가좌한신 휴아파트 상가 408호 (가좌동),126.6853525,37.4931242
사랑약국,충청남도 서천군 서천읍 사곡로 17 (휴먼시아아파트 상가동 103호),126.6854067,36.0847774
열린솔약국,"인천광역시 서구 검단로768번길 2 105호 (불로동, 불로메디컬)",126.6856139,37.6135305
옥신온누리약국,인천광역시 서구 고래울로 29 (가좌동),126.6856838,37.4869657
성심약국,"인천광역시 서구 검단로768번1길 4 1층 (불로동, 세인빌딩)",126.686013,37.6132719
해봄약국,인천광역시 서구 장고개로337번길 7 103호 (가좌동),126.6860613,37.4927893
문학모범약국,인천광역시 미추홀구 매소홀로 578 (문학동),126.6862395,37.4382726
독일약국,인천광역시 미추홀구 석정로 459 (주안동),126.6866635,37.4663798
서천우리약국,충청남도 서천군 서천읍 충절로41번길 5-5 (서천읍),126.6870554,36.0757754
보건약국,"인천광역시 연수구 원인재로 222 401동 115호 (연수동, 시영1차아파트상가)",126.6870581,37.4156238
미룡종로약국,전라북도 군산시 황룡로 16 (미룡동),126.6871636,35.945337
서천세안약국,충청남도 서천군 서천읍 서천로 167 (서천읍),126.687174,36.0827741
나라약국,인천광역시 미추홀구 인주대로458번길 6 (주안동),126.687242,37.4505869
태산약국,충청남도 서천군 서천읍 충절로41번길 1 (서천읍),126.6873,36.0755769
서천드림약국,충청남도 서천군 서천읍 충절로41번길 11 (),126.6873328,36.0764851
한신약국,인천광역시 미추홀구 경원대로 717 (주안동),126.6874809,37.4468883
주안온누리약국,인천광역시 미추홀구 인하로352번길 3 1층 (주안동),126.687485,37.4479446
파란샘온누리약국,"인천광역시 연수구 원인재로 237 107호 (연수동, 대우1차@상가)",126.6876235,37.4174296
문우약국,"경기도 파주시 문발로 220 1-6호 (문발동, 이채 별관)",126.6877844,37.7138458
아침6시약국,인천광역시 미추홀구 인주대로 460 1층 (주안동),126.6878293,37.4506306
더조은약국,충청남도 서천군 서천읍 사곡로43번길 1 (),126.6878613,36.0839914
백세약국,인천광역시 미추홀구 경인로 429 1층 (주안동),126.6878997,37.4582778
튼튼약국,인천광역시 미추홀구 경인로 430 1층 (주안동),126.6879018,37.4576327
건강프라자약국,인천광역시 미추홀구 경인로 431-1 (주안동),126.6881775,37.4582964
시장종로약국,충청남도 서천군 서천읍 충절로 49 (서천읍),126.6883054,36.0753797
하나약국,충청남도 서천군 서천읍 충절로49번길 11-5 1층,126.6883054,36.0755936
시장약국,충청남도 서천군 서천읍 충절로 50 (),126.6883427,36.0749683
VIP우리약국,인천광역시 미추홀구 경인로 433 (주안동),126.6884441,37.4582685
열린약국,전라북도 군산시 미룡로 32 (미룡동),126.6890636,35.9427471
간석온누리약국,"인천광역시 남동구 경원대로 971 (간석동, 홈플러스 2층일부)",126.6891014,37.4695704
태광약국,전라북도 군산시 대학로 414 (나운동),126.6891311,35.9578337
서울온누리약국,인천광역시 미추홀구 인주대로469번길 20 (주안동),126.6891313,37.4517862
한아름약국,"인천광역시 미추홀구 경원대로 869 (주안동, 르네상스빌딩)",126.6891695,37.4604009
르네상스약국,인천광역시 미추홀구 경원대로 869 르네상스빌딩 504호 (주안동),126.6891695,37.4604009
큰사랑약국,인천광역시 남동구 석정로 483 1층일부호 (간석동),126.6893434,37.4661052
서울약국,충청남도 서천군 서천읍 서천로 96 (),126.6893482,36.0778482
서천세계로약국,충청남도 서천군 서천읍 서천로 94 (),126.6895293,36.0777373
다나약국,충청남도 서천군 서천읍 충절로59번길 31-10 (),126.6895522,36.076654
천우약국,인천광역시 미추홀구 경원대로 856 (주안동),126.689781,37.4591134
석바위약국,인천광역시 미추홀구 경원대로 862 1층 (주안동),126.6898381,37.4596401
석바위하나약국,인천광역시 미추홀구 경원대로 848 주안태흥프라자 104호 (주안동),126.689846,37.458437
세계로건강약국,"인천광역시 미추홀구 경원대로 858 1층 (주안동, 씨티프라자)",126.6898691,37.4593625
희망찬약국,충청남도 서천군 서천읍 충절로59번길 18 (서천읍),126.6899111,36.0757535
세종약국,경기도 시흥시 오이도어시장로 22 (정왕동),126.6899916,37.3444847
늘푸른약국,충청남도 서천군 서천읍 충절로59번길 22 (서천읍),126.6900026,36.0758864
해맑은약국,충청남도 서천군 서천읍 군청로 7 7,126.6901391,36.075609
신북약국,전라남도 영암군 신북면 황금동1길 6 (신북면),126.6903394,34.8880991
키즈맘약국,인천광역시 미추홀구 경원대로 766 1층 (주안동),126.6904046,37.451137
조은나라약국,"인천광역시 서구 검단로 842 206호 (불로동, 월드불로마트)",126.6908918,37.6186271
건강나누리약국,인천광역시 미추홀구 인주대로 489 1층 (주안동),126.6910393,37.450929
우리약국,전라남도 영암군 신북면 황금동1길 14 (신북면),126.6911369,34.8882634
푸른약국,전라북도 군산시 공단대로 461 (나운동),126.6911911,35.9632021
참조은약국,인천광역시 남동구 석정로 501 3층 309호 (간석동),126.6912711,37.4660314
자애약국,"인천광역시 연수구 원인재로 315 106호 (연수동, 주공임대상가)",126.6916148,37.4220483
강봉윤약국,"인천광역시 연수구 원인재로 315 110호 (연수동, 주공1단지상가)",126.6916148,37.4220483
풍림약국,"인천광역시 연수구 함박뫼로 250 101호 (연수동, 풍림1차아파트상가)",126.6918256,37.4178343
화신약국,충청남도 서천군 장항읍 장항로 131 (장항읍),126.6921807,36.0115702
동양약국,충청남도 서천군 장항읍 장항로 135 (장항읍),126.6924204,36.0115572
미리내 약국,충청남도 당진시 송악읍 반촌로 70-16 1층 102호,126.6924718,36.9021392
참사랑약국,"인천광역시 서구 검단로 836 212,213호 (불로동, 월드아파트 중앙상가)",126.6925551,37.6174791
서울약국,"인천광역시 서구 검단로 836 217호 (불로동, 월드상가)",126.6925551,37.6174791
메디팜우리약국,충청남도 당진시 송악읍 송악로 9-3 (),126.6928644,36.9045359
